Name,RA,Dec,V,V_err,g,g_err,r,r_err,i,i_err
NGC4365_GC49 ,186.07413,7.21582,964,8,22.035,0.018,21.496,0.015,21.273,0.014
NGC4365_GC50 ,186.07859,7.18532,1347,21,24.018,0.032,23.394,0.025,23.156,0.029
NGC4365_GC51 ,186.07914,7.165,986,13,23.126,0.022,22.586,0.019,22.447,0.02
NGC4365_GC52 ,186.08482,7.2196,1003,10,22.791,0.02,22.114,0.017,21.834,0.016
NGC4365_GC53 ,186.08866,7.23205,1174,10,22.57,0.02,21.967,0.016,21.745,0.016
NGC4365_GC54 ,186.09225,7.2281,1255,11,23.328,0.025,22.614,0.019,22.335,0.019
NGC4365_GC55 ,186.10036,7.2173,1081,7,21.707,0.018,21.158,0.014,20.955,0.013
NGC4365_GC56 ,186.13982,7.36743,1025,35,22.315,0.019,21.694,0.015,21.461,0.015
NGC4365_GC57 ,186.04049,7.28756,1202,12,22.597,0.02,22.028,0.016,21.792,0.016
NGC4365_GC58 ,186.05519,7.27949,1284,12,22.402,0.019,21.849,0.016,21.63,0.016
NGC4365_GC59 ,186.05803,7.30305,944,7,21.731,0.018,21.022,0.014,20.718,0.013
NGC4365_GC60 ,186.06214,7.32048,800,5,20.295,0.016,19.554,0.012,19.209,0.011
NGC4365_GC61 ,186.06631,7.30659,1507,6,21.078,0.017,20.543,0.013,20.337,0.012
NGC4365_GC62 ,186.07597,7.31742,1304,13,22.691,0.021,22.03,0.017,21.754,0.016
NGC4365_GC63 ,186.08525,7.27631,1343,22,23.27,0.025,22.646,0.02,22.437,0.02
NGC4365_GC64 ,186.08571,7.31676,953,10,22.611,0.02,21.824,0.016,21.391,0.015
NGC4365_GC65 ,186.09017,7.30261,1431,15,22.936,0.022,22.221,0.018,21.915,0.017
NGC4365_GC66 ,186.09254,7.27154,1503,5,21.194,0.017,20.523,0.013,20.242,0.012
NGC4365_GC67 ,186.09329,7.31431,1590,12,22.562,0.02,21.851,0.016,21.544,0.016
NGC4365_GC68 ,186.09358,7.32638,854,14,22.463,0.02,21.825,0.016,21.542,0.016
NGC4365_GC69 ,186.10035,7.28901,1778,9,22.162,0.019,21.509,0.015,21.242,0.014
NGC4365_GC70 ,186.10037,7.32667,1000,6,21.489,0.017,20.858,0.014,20.562,0.013
NGC4365_GC71 ,186.10062,7.29258,1387,30,23.307,0.025,22.636,0.02,22.351,0.021
NGC4365_GC72 ,186.10773,7.32657,875,9,21.741,0.018,21.044,0.014,20.734,0.014
NGC4365_GC73 ,186.11081,7.31561,699,16,22.291,0.022,21.588,0.019,21.265,0.024
NGC4365_GC74 ,186.11246,7.33206,791,6,21.297,0.017,20.521,0.013,20.126,0.012
NGC4365_GC75 ,186.11322,7.30592,1302,7,21.433,0.018,20.723,0.014,20.387,0.013
NGC4365_GC76 ,186.12942,7.31304,1159,14,22.278,0.02,21.616,0.016,21.297,0.016
NGC4365_GC77 ,186.13678,7.3021,1659,8,21.968,0.018,21.33,0.014,21.034,0.014
NGC4365_GC78 ,186.14282,7.33788,1190,19,24.072,0.035,23.356,0.028,22.991,0.029
NGC4365_GC79 ,186.14526,7.35451,978,27,22.809,0.022,22.131,0.018,21.861,0.017
NGC4365_GC80 ,186.15427,7.29947,1258,8,22.023,0.018,21.249,0.014,20.844,0.013
NGC4365_GC81 ,186.16327,7.33533,1030,21,23.67,0.029,22.965,0.022,22.652,0.024
NGC4365_GC82 ,186.16682,7.31825,1085,15,22.608,0.02,21.843,0.015,21.434,0.015
NGC4365_GC83 ,185.98385,7.25835,1197,17,22.164,0.019,21.626,0.015,21.415,0.014
NGC4365_GC84 ,186.01576,7.24517,1007,14,22.462,0.019,21.873,0.015,21.66,0.016
NGC4365_GC85 ,186.00054,7.27533,1245,24,23.321,0.024,22.656,0.019,22.339,0.019
NGC4365_GC86 ,186.00892,7.28581,1282,36,22.83,0.021,22.242,0.017,22.025,0.017
NGC4365_GC87 ,186.02233,7.26564,1505,37,23.168,0.023,22.553,0.019,22.343,0.019
NGC4365_GC88 ,186.02844,7.29223,1298,7,21.896,0.018,21.209,0.014,20.929,0.013
NGC4365_GC89 ,186.03077,7.26553,1441,18,22.352,0.019,21.735,0.015,21.502,0.015
NGC4365_GC90 ,186.06511,7.26208,1019,11,22.434,0.019,21.761,0.015,21.494,0.015
NGC4365_GC91 ,186.1929,7.36979,1381,17,22.659,0.02,22.114,0.017,21.867,0.017
NGC4365_GC92 ,186.1122,7.32069,1473,22,22.895,0.037,22.094,0.029,21.79,0.041
NGC4365_GC93 ,186.05153,7.32782,1169,19,23.741,0.03,23.066,0.024,22.792,0.025
NGC4365_GC94 ,186.05269,7.30784,1014,10,22.292,0.019,21.735,0.015,21.49,0.015
NGC4365_GC95 ,186.05286,7.33625,1274,15,23.71,0.027,22.927,0.022,22.532,0.02
NGC4365_GC96 ,186.05432,7.30762,1314,21,22.962,0.022,22.245,0.018,21.967,0.017
NGC4365_GC97 ,186.0665,7.38228,1251,9,23.096,0.022,22.301,0.018,21.916,0.016
NGC4365_GC98 ,186.06726,7.32431,1274,17,23.838,0.032,23.075,0.024,22.793,0.024
NGC4365_GC99 ,186.06854,7.36373,1414,21,23.963,0.033,23.324,0.026,23.005,0.027
NGC4365_GC100,186.07045,7.35452,1161,5,21.751,0.019,21.114,0.014,20.828,0.014
NGC4365_GC101,186.07488,7.33176,1123,33,21.867,0.018,21.365,0.014,21.113,0.014
NGC4365_GC102,186.08069,7.31422,1238,21,23.202,0.024,22.683,0.021,22.482,0.021
NGC4365_GC103,186.08299,7.30069,1446,5,20.745,0.016,20.002,0.012,19.635,0.012
NGC4365_GC104,186.08466,7.33185,1245,7,22.898,0.022,22.079,0.017,21.646,0.016
NGC4365_GC105,186.08498,7.2957,929,7,22.607,0.02,21.878,0.016,21.558,0.016
NGC4365_GC106,186.09175,7.35432,810,8,22.612,0.02,21.933,0.016,21.617,0.016
NGC4365_GC107,186.10109,7.32598,712,12,22.733,0.022,22.079,0.018,21.785,0.018
NGC4365_GC108,186.10384,7.34628,1451,10,22.834,0.024,22.082,0.018,21.74,0.017
NGC4365_GC109,186.10567,7.29691,1171,24,23.916,0.036,23.239,0.028,23.029,0.033
NGC4365_GC110,186.11704,7.32852,1188,22,23.788,0.037,23.045,0.032,22.748,0.043
NGC4365_GC111,186.11908,7.33762,1292,12,22.395,0.02,21.818,0.016,21.574,0.016
NGC4365_GC112,186.11958,7.29109,1664,7,22.436,0.02,21.751,0.015,21.437,0.015
NGC4365_GC113,186.12218,7.31426,1035,32,22.52,0.027,21.926,0.023,21.693,0.04
NGC4365_GC114,186.12279,7.29462,996,7,22.405,0.02,21.662,0.015,21.323,0.015
NGC4365_GC115,186.12346,7.3088,1467,6,21.917,0.02,21.218,0.015,20.844,0.014
NGC4365_GC116,186.12416,7.32363,1727,9,22.83,0.033,22.145,0.024,21.842,0.036
NGC4365_GC117,186.12602,7.31077,1545,6,22.598,0.021,21.835,0.017,21.484,0.018
NGC4365_GC118,186.13741,7.30713,1309,16,23.055,0.023,22.452,0.019,22.186,0.02
NGC4365_GC119,186.13754,7.27725,1383,17,22.682,0.02,22.143,0.017,21.929,0.017
NGC4365_GC120,186.13973,7.29901,1396,14,22.916,0.022,22.288,0.018,22.053,0.018
NGC4365_GC121,186.14186,7.31262,1327,7,22.637,0.02,21.882,0.016,21.534,0.016
NGC4365_GC122,186.14204,7.33143,957,7,21.8,0.018,21.206,0.014,20.964,0.014
NGC4365_GC123,186.14507,7.30656,1180,13,23.643,0.029,22.823,0.022,22.374,0.022
NGC4365_GC124,186.14608,7.28054,1286,33,24.092,0.034,23.528,0.029,23.273,0.032
NGC4365_GC125,186.15084,7.31396,1306,8,22.806,0.022,22.004,0.017,21.6,0.016
NGC4365_GC126,186.17786,7.3159,1134,25,23.223,0.024,22.693,0.02,22.452,0.019
NGC4365_GC127,186.21988,7.30374,1174,17,23.934,0.031,23.218,0.025,22.791,0.024
NGC4365_GC128,186.19931,7.31683,1378,15,22.892,0.022,22.116,0.017,21.754,0.016
NGC4365_GC129,186.0137,7.34107,1170,50,25.139,0.061,24.364,0.042,23.935,0.042
NGC4365_GC130,186.0129,7.3582,1258,15,22.919,0.021,22.235,0.017,21.904,0.016
NGC4365_GC131,186.00977,7.35925,1524,10,23.095,0.022,22.433,0.018,22.15,0.018
NGC4365_GC132,186.00984,7.3955,957,18,22.488,0.02,21.908,0.016,21.626,0.015
NGC4365_GC133,186.02715,7.38729,1002,16,23.399,0.025,22.717,0.02,22.35,0.019
NGC4365_GC134,186.03168,7.36221,1320,7,22.203,0.019,21.503,0.015,21.165,0.014
NGC4365_GC135,186.03075,7.36717,1171,8,22.483,0.02,21.729,0.015,21.358,0.014
NGC4365_GC136,186.04162,7.37239,1438,14,23.002,0.022,22.463,0.018,22.227,0.018
NGC4365_GC137,186.0333,7.31923,1483,7,22.189,0.019,21.464,0.015,21.132,0.014
NGC4365_GC138,186.04234,7.33148,1387,5,21.556,0.017,20.949,0.014,20.687,0.012
NGC4365_GC139,186.18742,7.29244,1486,17,23.837,0.029,23.103,0.023,22.752,0.023
NGC4365_GC140,186.18547,7.29702,982,23,24.038,0.032,23.272,0.026,22.899,0.025
NGC4365_GC141,186.08001,7.25422,1346,31,22.931,0.022,22.368,0.018,22.168,0.019
NGC4365_GC142,186.08323,7.35246,1596,26,23.905,0.031,23.169,0.023,22.782,0.023
NGC4365_GC143,186.08936,7.33621,899,15,22.516,0.02,21.931,0.016,21.655,0.016
NGC4365_GC144,186.09137,7.3561,956,17,23.463,0.025,22.702,0.02,22.287,0.019
NGC4365_GC145,186.093,7.26354,1088,12,23.005,0.022,22.376,0.018,22.105,0.018
NGC4365_GC146,186.10304,7.26852,1068,21,24.218,0.052,23.598,0.037,23.337,0.04
NGC4365_GC147,186.10331,7.31639,1029,19,23.129,0.028,22.474,0.022,22.155,0.023
NGC4365_GC148,186.10439,7.36941,1355,20,23.375,0.025,22.679,0.02,22.395,0.019
NGC4365_GC149,186.10631,7.3711,1211,6,22.064,0.018,21.288,0.014,20.912,0.013
NGC4365_GC150,186.10737,7.36476,1072,5,21.152,0.017,20.4,0.013,20.039,0.012
NGC4365_GC151,186.10815,7.35776,1336,13,23.174,0.024,22.489,0.019,22.199,0.019
NGC4365_GC152,186.10816,7.35091,1255,12,22.981,0.022,22.199,0.018,21.802,0.017
NGC4365_GC153,186.1094,7.36735,1126,11,22.694,0.02,22.121,0.017,21.883,0.016
NGC4365_GC154,186.11169,7.39817,1227,19,23.163,0.023,22.595,0.019,22.356,0.019
NGC4365_GC155,186.11721,7.30999,1649,13,22.124,0.023,21.466,0.018,21.162,0.021
NGC4365_GC156,186.12044,7.40905,1337,12,22.642,0.02,22.057,0.017,21.843,0.016
NGC4365_GC157,186.12242,7.3409,1135,18,23.207,0.025,22.442,0.02,22.135,0.02
NGC4365_GC158,186.12438,7.38725,1141,11,22.62,0.02,21.941,0.016,21.623,0.016
NGC4365_GC159,186.1277,7.3819,981,22,23.337,0.025,22.723,0.02,22.534,0.021
NGC4365_GC160,186.13137,7.34438,1085,9,22.244,0.019,21.533,0.015,21.197,0.014
NGC4365_GC161,186.13236,7.38925,1292,8,22.413,0.019,21.735,0.015,21.456,0.015
NGC4365_GC162,186.13345,7.28804,1321,21,22.713,0.021,21.94,0.016,21.587,0.016
NGC4365_GC163,186.13631,7.32791,1409,7,22.109,0.019,21.321,0.015,20.949,0.014
NGC4365_GC164,186.13646,7.3745,1408,22,24.025,0.031,23.307,0.026,22.96,0.025
NGC4365_GC165,186.08388,7.40145,1113,6,21.893,0.018,21.287,0.014,20.986,0.014
NGC4365_GC166,186.08702,7.40476,1009,23,23.235,0.023,22.707,0.02,22.451,0.019
NGC4365_GC167,186.08979,7.37607,1786,13,23.298,0.024,22.617,0.019,22.296,0.019
NGC4365_GC168,186.08753,7.44127,1526,36,23.821,0.029,23.112,0.023,22.748,0.023
NGC4365_GC169,186.09893,7.37828,1145,11,23.268,0.025,22.54,0.019,22.204,0.019
NGC4365_GC170,186.10155,7.39982,1461,15,22.911,0.022,22.277,0.018,22.007,0.017
NGC4365_GC171,186.11075,7.31956,979,5,20.301,0.016,19.641,0.012,19.32,0.012
NGC4365_GC172,186.1006,7.42763,1109,24,24.226,0.034,23.547,0.029,23.304,0.03
NGC4365_GC173,186.1109,7.41243,1131,10,22.887,0.021,22.179,0.017,21.868,0.016
NGC4365_GC174,186.13751,7.46276,1164,18,22.419,0.02,21.862,0.016,21.673,0.017
NGC4365_GC175,186.04994,7.27121,943,14,22.958,0.022,22.24,0.018,21.928,0.017
NGC4365_GC176,186.05027,7.29117,1278,24,23.018,0.022,22.361,0.018,22.102,0.018
NGC4365_GC177,186.07428,7.28198,1333,14,23.164,0.024,22.47,0.018,22.221,0.019
NGC4365_GC178,186.08184,7.26524,1484,6,22.089,0.019,21.354,0.014,21.017,0.014
NGC4365_GC179,186.0829,7.27564,1239,20,22.636,0.02,22.092,0.017,21.871,0.016
NGC4365_GC180,186.09184,7.30994,1362,31,23.005,0.023,22.438,0.02,22.149,0.021
NGC4365_GC181,186.09468,7.29404,994,17,22.702,0.021,22.168,0.018,21.941,0.018
NGC4365_GC182,186.09548,7.25648,989,5,21.393,0.017,20.659,0.013,20.309,0.012
NGC4365_GC183,186.0979,7.27567,957,58,23.545,0.026,23.076,0.023,22.841,0.025
NGC4365_GC184,186.11573,7.31136,1263,37,23.124,0.042,22.456,0.037,22.172,0.061
NGC4365_GC185,186.11795,7.34018,1218,16,23.166,0.025,22.362,0.019,22.019,0.019
NGC4365_GC186,186.1203,7.30013,720,9,21.488,0.017,20.904,0.014,20.673,0.013
NGC4365_GC187,186.12133,7.32514,1359,6,21.384,0.019,20.667,0.015,20.334,0.015
NGC4365_GC188,186.12222,7.32677,1037,12,22.67,0.03,21.96,0.024,21.641,0.03
NGC4365_GC189,186.12347,7.35557,1108,20,23.917,0.033,23.243,0.026,22.853,0.026
NGC4365_GC190,186.12611,7.33483,976,9,21.818,0.018,21.15,0.014,20.845,0.014
NGC4365_GC191,186.13094,7.30775,1284,8,21.942,0.019,21.17,0.014,20.802,0.014
NGC4365_GC192,186.13152,7.32198,1063,8,21.767,0.019,21.017,0.014,20.641,0.014
NGC4365_GC193,186.13282,7.32319,1108,9,22.206,0.02,21.534,0.015,21.217,0.016
NGC4365_GC194,186.13408,7.36862,682,15,24.4,0.039,23.56,0.029,23.22,0.031
NGC4365_GC195,186.13588,7.37177,1044,35,24.309,0.037,23.516,0.029,23.188,0.028
NGC4365_GC196,186.14415,7.32155,1435,10,22.476,0.02,21.696,0.015,21.279,0.015
NGC4365_GC197,186.15287,7.32866,1288,18,23.074,0.023,22.486,0.019,22.224,0.019
NGC4365_GC198,186.16074,7.31426,1544,19,23.889,0.031,23.251,0.027,22.883,0.026
NGC4365_GC199,186.1631,7.35733,861,14,22.17,0.019,21.59,0.015,21.374,0.015
NGC4365_GC200,186.02788,7.24097,1612,10,22.041,0.018,21.465,0.015,21.257,0.014
NGC4365_GC201,186.05428,7.22822,966,7,22.256,0.019,21.547,0.015,21.243,0.014
NGC4365_GC202,186.17533,7.40076,1224,23,22.159,0.019,21.58,0.015,21.353,0.014
NGC4365_GC203,186.05632,7.25173,759,12,22.062,0.018,21.507,0.015,21.317,0.014
NGC4365_GC204,186.19289,7.3955,1222,16,22.342,0.019,21.776,0.015,21.538,0.015
NGC4365_GC205,186.08438,7.28388,1623,13,22.959,0.022,22.18,0.018,21.827,0.016
NGC4365_GC206,186.11363,7.32386,1180,25,21.655,0.019,20.902,0.014,20.539,0.015
NGC4365_GC207,186.11945,7.30971,724,11,22.008,0.02,21.268,0.015,20.867,0.016
NGC4365_GC208,186.1247,7.30908,1198,9,22.368,0.022,21.511,0.015,21.078,0.015
NGC4365_GC209,186.12801,7.33439,1524,32,22.818,0.024,22.084,0.018,21.728,0.019
NGC4365_GC210,186.12918,7.29526,1045,21,23.517,0.029,22.795,0.022,22.476,0.023
NGC4365_GC211,186.13415,7.32755,1480,8,22.016,0.019,21.267,0.014,20.895,0.014
NGC4365_GC212,186.14041,7.27806,1253,16,22.964,0.022,22.344,0.018,22.068,0.018
NGC4365_GC213,186.14286,7.31944,1383,15,22.536,0.02,21.958,0.017,21.687,0.017
NGC4365_GC214,186.14889,7.30663,1586,5,20.634,0.016,19.902,0.012,19.542,0.012
NGC4365_GC215,186.15234,7.29966,1428,12,22.589,0.02,21.918,0.016,21.566,0.016
NGC4365_GC216,186.16724,7.27853,1597,7,22.005,0.018,21.318,0.014,21.032,0.014
NGC4365_GC217,186.16658,7.19899,1472,14,23.23,0.024,22.481,0.018,22.158,0.018
NGC4365_GC218,186.18535,7.15904,1267,11,22.564,0.02,21.856,0.015,21.553,0.015
NGC4365_GC219,186.12408,7.18989,1779,7,21.462,0.017,20.934,0.014,20.723,0.013
NGC4365_GC220,186.15085,7.25343,1488,17,23.451,0.025,22.685,0.02,22.281,0.019
NGC4365_GC221,186.13465,7.24466,1235,5,21.588,0.017,20.896,0.014,20.599,0.012
NGC4365_GC222,186.14034,7.17574,668,5,20.934,0.016,20.294,0.013,20.023,0.012
NGC4365_GC223,186.14144,7.2041,1097,12,22.696,0.02,22.076,0.016,21.816,0.016
NGC4365_GC224,186.15436,7.22284,1140,24,23.105,0.022,22.519,0.018,22.257,0.019
NGC4365_GC225,186.1545,7.15758,1451,14,23.848,0.03,23.149,0.023,22.843,0.025
NGC4365_GC226,186.16366,7.14568,798,5,21.419,0.017,20.855,0.013,20.636,0.012
NGC4365_GC227,186.08625,7.27794,1489,13,22.697,0.017,0,0,21.886,0.183
NGC4365_GC228,186.11578,7.32575,1175,22,22.912,0.091,0,0,21.663,0.194
NGC4365_GC229,186.08626,7.27794,1505,21,22.713,0.016,0,0,21.9,0.183
NGC4365_GC230,186.1146,7.29831,1094,25,21.902,0.01,0,0,21.074,0.183
NGC4365_GC231,186.11706,7.32539,1237,20,22.797,0.121,0,0,21.547,0.202
NGC4365_GC232,186.10818,7.29838,1432,14,23.097,0.032,0,0,22.324,0.185
NGC4365_GC233,186.06998,7.32549,1384,12,23.222,0.02,0,0,22.061,0.183
NGC4365_GC234,186.09058,7.33358,808,11,22.938,0.013,0,0,21.797,0.183
NGC4365_GC235,186.12228,7.32946,1450,11,21.964,0.011,0,0,21.112,0.183
NGC4365_GC236,186.13729,7.32443,1164,17,23.406,0.016,0,0,22.123,0.183
NGC4365_GC237,186.11443,7.29833,1128,10,21.327,0.007,0,0,20.3,0.183
NGC4365_GC238,186.10562,7.30784,1624,9,22.973,0.019,0,0,21.695,0.183
NGC4365_GC239,186.12216,7.31888,1203,41,23.43,0.178,0,0,22.595,0.24
NGC4365_GC240,186.1973,7.34771,1250,11,22.493,0.013,0,0,21.28,0.183
NGC4365_GC241,186.11379,7.29044,980,11,22.907,0.018,0,0,21.611,0.183
NGC4365_GC242,186.11533,7.31854,1191,22,22.363,0.202,0,0,21.532,0.255
NGC4365_GC243,186.1237,7.31784,899,16,22.79,0.051,0,0,21.755,0.187
NGC4365_GC244,186.04416,7.29539,1608,5,23.072,0.022,22.466,0.018,22.215,0.019
NGC4365_GC245,186.08662,7.31163,898,5,20.222,0.016,19.541,0.012,19.199,0.011
NGC4365_GC246,186.0988,7.29317,673,5,21.914,0.018,21.237,0.014,20.934,0.014
NGC4365_GC247,186.1114,7.2936,1256,5,21.825,0.018,21.076,0.014,20.736,0.013
NGC4365_GC248,186.12003,7.36604,929,5,20.875,0.016,20.099,0.012,19.747,0.012
NGC4365_GC249,186.04373,7.29515,1293,9,22.711,0.02,21.999,0.016,21.648,0.016
NGC4365_GC250,186.04534,7.28115,1605,5,21.362,0.017,20.811,0.013,20.583,0.012
NGC4365_GC251,186.09727,7.28905,1132,5,22.319,0.02,21.548,0.015,21.187,0.014
NGC5846_GC1   ,226.61678,1.54611,1821,27,24.096,0.03,23.348,0.009,22.917,0.028
NGC5846_GC2   ,226.61653,1.55789,1306,29,23.54,0.021,22.863,0.007,22.463,0.02
NGC5846_GC3   ,226.57384,1.52984,1719,10,21.598,0.003,21.075,0.001,20.793,0.004
NGC5846_GC4   ,226.56359,1.52962,1728,21,23.233,0.013,22.507,0.004,21.991,0.013
NGC5846_GC5   ,226.5687,1.53422,1933,23,24.157,0.03,23.492,0.01,23.007,0.027
NGC5846_GC6   ,226.56532,1.54701,1726,11,22.961,0.013,22.297,0.004,21.905,0.011
NGC5846_GC7   ,226.60025,1.58221,1682,14,23.281,0.022,22.381,0.005,21.977,0.018
NGC5846_GC8   ,226.61159,1.59207,1541,32,23.741,0.04,22.97,0.015,22.732,0.059
NGC5846_GC9   ,226.57325,1.57312,1372,27,23.929,0.03,23.078,0.008,22.678,0.026
NGC5846_GC10  ,226.54153,1.5512,1448,16,22.638,0.008,21.919,0.003,21.531,0.007
NGC5846_GC11  ,226.55138,1.56032,1658,31,22.789,0.009,22.276,0.003,21.966,0.012
NGC5846_GC12  ,226.64894,1.62922,1328,28,24.025,0.06,23.214,0.011,22.959,0.04
NGC5846_GC13  ,226.56538,1.57425,905,21,22.486,0.01,21.996,0.003,21.705,0.012
NGC5846_GC14  ,226.5865,1.59114,2021,18,22.797,0.014,22,0.004,21.564,0.013
NGC5846_GC15  ,226.5455,1.5682,1730,18,24.015,0.027,23.319,0.012,22.874,0.039
NGC5846_GC16  ,226.60876,1.61703,1506,11,22.22,0.011,21.618,0.003,21.244,0.012
NGC5846_GC17  ,226.66239,1.65574,1409,15,24.073,0.03,23.282,0.01,22.851,0.03
NGC5846_GC18  ,226.65247,1.65495,1466,21,22.896,0.011,22.275,0.004,21.943,0.012
NGC5846_GC19  ,226.65891,1.6598,1582,17,22.506,0.01,21.987,0.004,21.722,0.012
NGC5846_GC20  ,226.63534,1.64525,2257,30,23.278,0.021,22.688,0.006,22.32,0.019
NGC5846_GC21  ,226.65801,1.6624,1716,24,23.53,0.022,23.06,0.008,22.865,0.031
NGC5846_GC22  ,226.64982,1.65885,1629,10,22.124,0.006,21.578,0.002,21.265,0.007
NGC5846_GC23  ,226.66125,1.66696,2036,12,21.744,0.004,21.184,0.002,20.877,0.005
NGC5846_GC24  ,226.66386,1.6739,1417,20,22.707,0.009,22.064,0.003,21.74,0.01
NGC5846_GC25  ,226.59371,1.62932,2166,12,22.548,0.011,21.981,0.004,21.736,0.012
NGC5846_GC26  ,226.62934,1.66018,1548,10,22.915,0.01,22.189,0.004,21.874,0.011
NGC5846_GC27  ,226.63,1.66261,1450,18,22.788,0.009,22.322,0.004,22.01,0.012
NGC5846_GC28  ,226.67238,1.6944,2211,29,23.584,0.019,22.929,0.007,22.49,0.021
NGC5846_GC29  ,226.62112,1.66013,1749,28,22.988,0.012,22.495,0.005,22.257,0.017
NGC5846_GC30  ,226.64396,1.68048,1925,14,23.28,0.013,22.469,0.004,22.051,0.013
NGC5846_GC31  ,226.65823,1.70445,1649,23,23.519,0.017,22.89,0.006,22.522,0.02
NGC5846_GC32  ,226.64873,1.70626,1455,12,22.341,0.006,21.875,0.003,21.618,0.009
NGC5846_GC33  ,226.68609,1.73332,1379,25,22.732,0.007,22.205,0.003,21.918,0.011
NGC5846_GC34  ,226.63944,1.70168,1881,31,23.314,0.015,22.65,0.005,22.197,0.014
NGC5846_GC35  ,226.65996,1.72269,1424,17,23.551,0.017,23.033,0.007,22.732,0.023
NGC5846_GC36  ,226.62599,1.70259,1300,11,22.363,0.008,21.691,0.003,21.304,0.007
NGC5846_GC37  ,226.61405,1.70989,1506,20,23.483,0.038,22.996,0.014,22.628,0.036
NGC5846_GC38  ,226.66029,1.74775,1793,15,22.533,0.007,22.03,0.003,21.673,0.009
NGC5846_GC39  ,226.626,1.60401,1740,16,23.402,0.02,99.99,99.99,22.37,0.02
NGC5846_GC40  ,226.62702,1.61121,1788,40,24.285,0.06,99.99,99.99,23.32,0.06
NGC5846_GC41  ,226.62944,1.62508,1710,22,24.219,0.03,99.99,99.99,23.22,0.03
NGC5846_GC42  ,226.62609,1.62419,1910,23,23.253,0.01,99.99,99.99,22.31,0.01
NGC5846_GC43  ,226.62471,1.62275,1773,25,24.358,0.03,99.99,99.99,23.46,0.03
NGC5846_GC44  ,226.61671,1.62361,1601,16,24.331,0.03,99.99,99.99,23.22,0.03
NGC5846_GC45  ,226.62635,1.59676,1969,10,22.746,0.01,99.99,99.99,21.77,0.01
NGC5846_GC46  ,226.64693,1.63294,2012,45,24.008,0.02,99.99,99.99,22.92,0.02
NGC5846_GC47  ,226.61478,1.58248,1538,21,24.536,0.03,99.99,99.99,23.47,0.03
NGC5846_GC48  ,226.73048,1.60722,1703,26,23.266,0.016,22.601,0.006,22.121,0.013
NGC5846_GC49  ,226.73452,1.62222,2110,15,21.916,0.004,21.455,0.002,21.214,0.006
NGC5846_GC50  ,226.7141,1.6169,1721,48,23.297,0.022,22.735,0.006,22.461,0.018
NGC5846_GC51  ,226.69167,1.60236,1962,10,21.727,0.004,20.996,0.002,20.605,0.004
NGC5846_GC52  ,226.69973,1.61211,1960,12,22.103,0.008,21.53,0.002,21.258,0.007
NGC5846_GC53  ,226.65959,1.60628,1878,24,22.6,0.011,22.092,0.004,21.755,0.013
NGC5846_GC54  ,226.6646,1.61362,1599,29,22.781,0.011,22.168,0.004,21.908,0.013
NGC5846_GC55  ,226.68109,1.62635,1901,25,22.823,0.01,22.128,0.004,21.761,0.011
NGC5846_GC56  ,226.73094,1.66212,1487,21,22.734,0.014,22.206,0.005,21.803,0.013
NGC5846_GC57  ,226.72114,1.65911,1809,23,22.851,0.009,22.222,0.003,21.822,0.011
NGC5846_GC58  ,226.65863,1.6454,1559,14,21.751,0.005,21.111,0.002,20.8,0.008
NGC5846_GC59  ,226.65488,1.65525,2339,22,22.365,0.008,21.886,0.003,21.576,0.011
NGC5846_GC60  ,226.6024,1.6218,1948,12,22.327,0.012,21.816,0.004,21.663,0.015
NGC5846_GC61  ,226.61138,1.62955,1770,19,22.897,0.019,22.293,0.005,21.991,0.019
NGC5846_GC62  ,226.57711,1.6206,1596,20,22.316,0.007,21.629,0.003,21.268,0.007
NGC5846_GC63  ,226.59983,1.63843,1463,54,22.903,0.012,22.28,0.005,22.027,0.016
NGC5846_GC64  ,226.57191,1.64024,1959,17,21.853,0.004,21.239,0.002,20.913,0.005
NGC5846_GC65  ,226.55418,1.63526,1802,14,21.792,0.004,21.195,0.002,20.922,0.004
NGC5846_GC66  ,226.60007,1.67446,1233,22,22.034,0.005,21.507,0.002,21.239,0.006
NGC5846_GC67  ,226.5585,1.64926,1688,18,22.866,0.009,22.31,0.004,22.011,0.011
NGC5846_GC68  ,226.56846,1.65892,1498,31,22.578,0.009,22.09,0.004,21.803,0.012
NGC5846_GC69  ,226.62315,1.60064,1974,19,23.057,0.01,99.99,99.99,22.17,0.01
NGC5846_GC70  ,226.64023,1.60637,1722,18,23.825,0.02,99.99,99.99,22.77,0.02
NGC5846_GC71  ,226.63015,1.60507,1696,34,24.338,0.05,99.99,99.99,23.16,0.05
NGC5846_GC72  ,226.64564,1.5117,2020,23,23.931,0.024,23.319,0.008,22.916,0.03
NGC5846_GC73  ,226.59748,1.49675,2055,37,23.46,0.022,23.024,0.009,22.7,0.028
NGC5846_GC74  ,226.60257,1.50239,1849,16,22.989,0.016,22.2,0.004,21.694,0.014
NGC5846_GC75  ,226.64611,1.53894,1812,54,23.269,0.017,22.898,0.007,22.547,0.021
NGC5846_GC76  ,226.64716,1.54062,1743,12,23.633,0.027,22.962,0.007,22.559,0.02
NGC5846_GC77  ,226.59058,1.50372,1698,15,23.432,0.014,22.962,0.006,22.599,0.02
NGC5846_GC78  ,226.61535,1.52119,1562,27,24.136,0.05,23.26,0.012,22.693,0.029
NGC5846_GC79  ,226.65197,1.54787,1865,19,23.856,0.022,23.156,0.008,22.774,0.024
